studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,max_area,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone
114,NA,Cunha et al.,Arade River,2004,NA,1.8,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2004,2009,5,2,1.8,0.4,1.8,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,37.16694167,-8.4925,zostera noltei,"zostera noltei, ruppia maritima",CO,O,CO,CO,O,Data from in text mentions 3.2.14 and table 1,none,descriptive,negative,NA,"river dam, reduced freshwater flow and increasing sediment",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology; coastal development (dam); sediment,"aerial photography, ground mapping",FALSE,114_Arade River,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Arade River,2009,NA,0.4,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2004,2009,5,2,1.8,0.4,1.8,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,37.16694167,-8.4925,zostera noltei,"zostera noltei, ruppia maritima",CO,O,CO,CO,O,Data from in text mentions 3.2.14 and table 1,none,descriptive,negative,NA,"river dam, reduced freshwater flow and increasing sediment",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,hydrology; coastal development (dam); sediment,"aerial photography, ground mapping",FALSE,114_Arade River,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Portinho da Arrabida,1946,NA,10,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,1946,2011,65,4,10,0,10,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.47666667,-8.98,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,negative,NA,"clam diving, clam trawling and free anchoring",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); boating (anchoring)","aerial photography, ground mapping",FALSE,114_Portinho da Arrabida,Portinho da Rabida,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Portinho da Arrabida,2004,NA,0.006,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,1946,2011,65,4,10,0,10,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.47666667,-8.98,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,negative,NA,"clam diving, clam trawling and free anchoring",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); boating (anchoring)","aerial photography, ground mapping",FALSE,114_Portinho da Arrabida,Portinho da Rabida,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Portinho da Arrabida,2007,NA,0,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,1946,2011,65,4,10,0,10,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.47666667,-8.98,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,negative,NA,"clam diving, clam trawling and free anchoring",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); boating (anchoring)","aerial photography, ground mapping",FALSE,114_Portinho da Arrabida,Portinho da Rabida,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Portinho da Arrabida,2011,NA,0,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,1946,2011,65,4,10,0,10,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.47666667,-8.98,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,negative,NA,"clam diving, clam trawling and free anchoring",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); boating (anchoring)","aerial photography, ground mapping",FALSE,114_Portinho da Arrabida,Portinho da Rabida,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Ponta do Adoche,2003,NA,0.65,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2003,2009,6,2,0.65,1.0839,1.0839,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.49222222,-8.908611111,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,no effect,NA,"fishing, bait and clam collection, algal blooms (ulva)",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (fish, bait, clams); algal bloom (ulva)","aerial photography, ground mapping",FALSE,114_Ponta do Adoche,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Ponta do Adoche,2009,NA,1.0839,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2003,2009,6,2,0.65,1.0839,1.0839,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.49222222,-8.908611111,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,no effect,NA,"fishing, bait and clam collection, algal blooms (ulva)",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (fish, bait, clams); algal bloom (ulva)","aerial photography, ground mapping",FALSE,114_Ponta do Adoche,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Costa de Gale,2006,NA,7.30E-04,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2006,2010,4,3,7.30E-04,0,0.13,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.48388889,-8.906111111,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,no effect,NA,industrial bivalve trawling fleet,NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); coastal development (land reclamation); eutrophication; aquaculture; boating (mooring)","aerial photography, ground mapping",FALSE,114_Costa de Gale,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Costa de Gale,2009,NA,0.13,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2006,2010,4,3,7.30E-04,0,0.13,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.48388889,-8.906111111,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,no effect,NA,industrial bivalve trawling fleet,NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); coastal development (land reclamation); eutrophication; aquaculture; boating (mooring)","aerial photography, ground mapping",FALSE,114_Costa de Gale,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Costa de Gale,2010,NA,0,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2006,2010,4,3,7.30E-04,0,0.13,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,38.48388889,-8.906111111,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,no effect,NA,industrial bivalve trawling fleet,NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); coastal development (land reclamation); eutrophication; aquaculture; boating (mooring)","aerial photography, ground mapping",FALSE,114_Costa de Gale,114,no,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Obidos Lagoon,1956,NA,150,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,1956,2010,54,2,150,1.05,150,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,40.12972222,-8.847777778,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,none,NA,NA,"bivalve hand trawlling, boat mooring, channel dredging",NA,no,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,"fishing (clams, trawling); boating (mooring); coastal development (dredging)","aerial photography, ground mapping",FALSE,114_Obidos Lagoon,Mondego Estuary,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Obidos Lagoon,2010,NA,1.05,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,1956,2010,54,2,150,1.05,150,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,40.12972222,-8.847777778,zostera marina,zostera marina,CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,none,NA,NA,"bivalve hand trawlling, boat mooring, channel dredging",NA,no,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,"fishing (clams, trawling); boating (mooring); coastal development (dredging)","aerial photography, ground mapping",FALSE,114_Obidos Lagoon,Mondego Estuary,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Ludo Baiao,2001,NA,0.03,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2001,2004,3,2,0.03,0.001,0.03,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,37.01083333,-7.996111111,zostera marina,"zostera marina, ruppia cirrhosa",CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,negative,NA,channel dredging,NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development (dredging),"aerial photography, ground mapping",FALSE,114_Ludo Baiao,Ria Formosa,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Ludo Baiao,2004,NA,0.001,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2001,2004,3,2,0.03,0.001,0.03,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,37.01083333,-7.996111111,zostera marina,"zostera marina, ruppia cirrhosa",CO,O,CO,CO,O,Data from in text mentions 3.3.2 and table 1,none,descriptive,negative,NA,channel dredging,NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development (dredging),"aerial photography, ground mapping",FALSE,114_Ludo Baiao,Ria Formosa,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Ria Formosa lagoon,2001,NA,0.945,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2001,2007,6,2,0.945,5,5,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,37.00018611,-7.793055556,zostera marina,zostera marina,CO,O,CO,CO,O,"Data from in text mentions 3.3.2 and table 1. Management and threat table on page 201. Currently Ria Formosa is dominated by a huge single male plant of C. nodosa (also see Alberto et al. 2008), but only data for Zostera marina time series is included in our database because there was no other historical data for other species.",none,descriptive,no effect,NA,"bivalve hand trawlling, boat mooring, channel dredging",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); boating (mooring); coastal development (dredging)","aerial photography, ground mapping",FALSE,114_Ria Formosa lagoon,Ria Formosa,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
114,NA,Cunha et al.,Ria Formosa lagoon,2007,NA,5,ha,"intertidal, subtidal","GPS, underwater field surveys, walking surveys, bare foot mapping for historical assessment (interviews) and grey/scientific literature",NA,mixed,2001,2007,6,2,0.945,5,5,2014,Aquatic Botany,Seagrasses in Portugal: A most engandered marine habitat,37.00018611,-7.793055556,zostera marina,zostera marina,CO,O,CO,CO,O,"Data from in text mentions 3.3.2 and table 1. Management and threat table on page 201. Currently Ria Formosa is dominated by a huge single male plant of C. nodosa (also see Alberto et al. 2008), but only data for Zostera marina time series is included in our database because there was no other historical data for other species.",none,descriptive,no effect,NA,"bivalve hand trawlling, boat mooring, channel dredging",NA,no,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,"fishing (clams, trawling); boating (mooring); coastal development (dredging)","aerial photography, ground mapping",FALSE,114_Ria Formosa lagoon,Ria Formosa,yes,Portugal,South European Atlantic Shelf,3,Lusitanian,Temperate Northern Atlantic,27,Temperate
116,NA,Montfalcone et al.,Ventimiglia (VM),1990,NA,153.8778363,ha,20.2m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,153.8778363,242.4213284,242.4213284,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.788797,7.5993416,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Ventimiglia (VM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Ventimiglia (VM),1991,NA,125.5797641,ha,20.2m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,153.8778363,242.4213284,242.4213284,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.788797,7.5993416,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Ventimiglia (VM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Ventimiglia (VM),2006,NA,242.4213284,ha,20.2m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,153.8778363,242.4213284,242.4213284,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.788797,7.5993416,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Ventimiglia (VM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Sanremo (SR),1990,NA,767.4805051,ha,24.7m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,767.4805051,800.2486985,800.2486985,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.81321,7.778672,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Sanremo (SR),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Sanremo (SR),1991,NA,788.5612612,ha,24.7m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,767.4805051,800.2486985,800.2486985,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.81321,7.778672,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Sanremo (SR),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Sanremo (SR),2006,NA,800.2486985,ha,24.7m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,767.4805051,800.2486985,800.2486985,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.81321,7.778672,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Sanremo (SR),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Santo Stefano al Mare (SS),1990,NA,324.8818588,ha,30.0m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,324.8818588,371.4641859,371.4641859,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.83611,7.89665,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Santo Stefano al Mare (SS),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Santo Stefano al Mare (SS),1991,NA,69.04645811,ha,30.0m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,324.8818588,371.4641859,371.4641859,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.83611,7.89665,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Santo Stefano al Mare (SS),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Santo Stefano al Mare (SS),2006,NA,371.4641859,ha,30.0m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,324.8818588,371.4641859,371.4641859,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.83611,7.89665,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Santo Stefano al Mare (SS),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Porto Maurizio (PM),1990,NA,632.8262682,ha,28.0m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,632.8262682,665.7724575,665.7724575,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.86989,8.00114,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Porto Maurizio (PM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Porto Maurizio (PM),1991,NA,582.9856032,ha,28.0m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,632.8262682,665.7724575,665.7724575,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.86989,8.00114,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Porto Maurizio (PM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Porto Maurizio (PM),2006,NA,665.7724575,ha,28.0m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,632.8262682,665.7724575,665.7724575,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.86989,8.00114,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Porto Maurizio (PM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Diano Marina (DM),1990,NA,417.9281651,ha,21.5m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,417.9281651,391.8393739,417.9281651,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.90688,8.086383,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Diano Marina (DM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
116,NA,Montfalcone et al.,Diano Marina (DM),1991,NA,403.1069024,ha,21.5m; subtidal,"Side scan sonar, GIS",NA,subtidal,1990,2006,16,3,417.9281651,391.8393739,417.9281651,2014,Aquatic botany,"Reprint of ""Evaluating change in seagrass meadows: A time-framed comparison of Side Scan Sonar maps""",43.90688,8.086383,posidonia oceanica,posidonia oceanica,P,P,P,P,P,"Discrepances between table 1 1990 values and figure 2 1990 values. To keep consistent, I just took all values from figure 2. Included P. oceanic and mosaic (live/dead P. oceanica) values in data extraction, omitted dead matte category. More of a methodology paper then a attribution.",none,descriptive,negative,NA,coastal development,descriptive - in text mention in discussion - no measures taken for study sites.,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development,"acoustics/sonar, ground mapping",FALSE,116_Diano Marina (DM),116,no,Italy,Western Mediterranean,4,Mediterranean Sea,Temperate Northern Atlantic,35,Temperate
