study_site,decade,year_first,year_last,log_area1_ci_2.5,log_area1_ci_50,log_area1_ci_97.5,log_area2_ci_2.5,log_area2_ci_50,log_area2_ci_97.5,trend_ci_2.5,trend_ci_50,trend_ci_97.5,area_change_ci_2.5,area_change_ci_50,area_change_ci_97.5,est_area1,est_area2,site_groupings,studyid,site,year,area,log_area,max_area,max_plus_0.1,apriori_cat,depth_cat,lh,lat_zone2,duration,lat,lon,dom_species,bioregion,site_duplication,decade_time_points,measurement_cat,tidied_drivers,att_method,bioregion_colours
X106_St.Johns.Island,2010,2010,2012.99,-1.2494586020310963,-0.6436646437020797,-0.010403214864371587,-1.2556161931913223,-0.6529850196569276,-0.005632172497356945,-0.8322815073755385,-0.30490406260267333,0.26583146774418964,-0.014687816342618409,-0.00445315878024477,0.005786467049966312,0.525363621527709,0.5204897833464021,106,106,St Johns Island,1970,0.5,-0.5978370007556204,0.5,0.55,decrease,intertidal,other,Tropical,42,1.21638,103.8504611,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar,1970,1970,1979.99,2.3062021244707065,3.2772472061200677,4.138155162028105,2.0131089117411247,2.7085021231549,3.395756074131309,-8.13188553155131,-5.402976500811596,-2.3336722615116394,-33.09225908726084,-11.171676656019276,-2.4765893539543034,26.5027156770287,15.006780362772679,106,106,"Tanjung Changi, Teluk Paku, Beting Kusah, Tanah Merah Besar",1970,26.5,3.3724549127965013,26.5,29.15,decrease,intertidal,other,Tropical,42,1.34612,104.03081,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar,1980,1980,1989.99,2.012838156957378,2.707848084275155,3.3948508913185504,1.4689303738000825,2.0785195756144654,2.6858522166318277,-9.346328372689218,-6.219954121813864,-2.6784504500625546,-17.231592952052267,-7.088408891208763,-2.062249657261016,14.996968553957624,7.992627670518059,106,106,"Tanjung Changi, Teluk Paku, Beting Kusah, Tanah Merah Besar",1970,26.5,3.3724549127965013,26.5,29.15,decrease,intertidal,other,Tropical,42,1.34612,104.03081,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar,1990,1990,1999.99,1.4683291735931472,2.077821469527544,2.6850404563924775,0.8050501003308999,1.486491501572107,2.226861678520268,-8.649689394499124,-5.7502309241310225,-2.47283676136829,-6.9500345622930855,-3.455576770518421,-1.3928301550449707,7.987049915649614,4.421555253790015,106,106,"Tanjung Changi, Teluk Paku, Beting Kusah, Tanah Merah Besar",1970,26.5,3.3724549127965013,26.5,29.15,decrease,intertidal,other,Tropical,42,1.34612,104.03081,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar,2000,2000,2009.99,0.8045069494557756,1.485989458980478,2.226309358819704,0.2845270615612939,1.103094459874141,1.9542434169483223,-5.550209514421901,-3.677716978512857,-1.6700361583422763,-2.4932473561718616,-1.3278207283874113,-0.6801185813702588,4.419336001857481,3.0134766934797628,106,106,"Tanjung Changi, Teluk Paku, Beting Kusah, Tanah Merah Besar",1970,26.5,3.3724549127965013,26.5,29.15,decrease,intertidal,other,Tropical,42,1.34612,104.03081,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Changi..Teluk.Paku..Beting.Kusah..Tanah.Merah.Besar,2010,2010,2012.99,0.2841499737628617,1.1027857087493187,1.954040696569298,0.2008450265141947,1.0487436534165768,1.9112401414526663,-2.7612012790013543,-1.8199563995533463,-0.8572816581831972,-0.3112028090990369,-0.15600066807413393,-0.07791767423047492,3.0125464227794776,2.8540631721680896,106,106,"Tanjung Changi, Teluk Paku, Beting Kusah, Tanah Merah Besar",1970,26.5,3.3724549127965013,26.5,29.15,decrease,intertidal,other,Tropical,42,1.34612,104.03081,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pandan..Cyrene.Reef.,1970,1970,1979.99,2.616673428273401,3.235990967218196,3.894907169702416,2.6014965325653723,3.208697231372881,3.8654106235188515,-0.8300415518284857,-0.30583729119706415,0.2667754318225645,-2.974539716840097,-0.738457443412889,0.5823185830923922,25.431561139268332,24.74682582692533,106,106,Tanjung Pandan (Cyrene Reef),1970,22.1,3.190887788328032,22.2,24.41,decrease,intertidal,other,Tropical,42,1.256419,103.747041,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pandan..Cyrene.Reef.,1980,1980,1989.99,2.601530211046782,3.2086269990827625,3.86539645110804,2.577412188177138,3.1801058521372023,3.8369507422038627,-0.8302524560367183,-0.3058831507923687,0.2659195514831319,-2.753317535052735,-0.7156250676532991,0.602151816217389,24.745087861705688,24.04929908704354,106,106,Tanjung Pandan (Cyrene Reef),1970,22.1,3.190887788328032,22.2,24.41,decrease,intertidal,other,Tropical,42,1.256419,103.747041,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pandan..Cyrene.Reef.,1990,1990,1999.99,2.5774178911611636,3.180079802835385,3.836959029492929,2.5513902295215845,3.1552482930283796,3.8017981730264014,-0.8309502490491474,-0.3053612188542554,0.26496787597147065,-2.5540317717785026,-0.6897571337526545,0.6208982255917431,24.048672627752577,23.458861040028147,106,106,Tanjung Pandan (Cyrene Reef),1970,22.1,3.190887788328032,22.2,24.41,decrease,intertidal,other,Tropical,42,1.256419,103.747041,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pandan..Cyrene.Reef.,2000,2000,2009.99,2.5513474465915436,3.1552605869666936,3.801795672101283,2.5329967729106917,3.1262371844884593,3.7677080053829712,-0.831524878901406,-0.30556710891509464,0.26491165275787915,-2.36728943214914,-0.6660421916178487,0.6427154686616419,23.459149443591496,22.78807070831833,106,106,Tanjung Pandan (Cyrene Reef),1970,22.1,3.190887788328032,22.2,24.41,decrease,intertidal,other,Tropical,42,1.256419,103.747041,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pandan..Cyrene.Reef.,2010,2010,2012.99,2.533019639944331,3.1262294250518057,3.767693152209395,2.5204080019826214,3.117267015380407,3.7602283045791953,-0.831785788938055,-0.3052085991643638,0.2651746724959957,-0.6678996093829282,-0.19573632159648113,0.19615931331968753,22.78789388641323,22.584571934151406,106,106,Tanjung Pandan (Cyrene Reef),1970,22.1,3.190887788328032,22.2,24.41,decrease,intertidal,other,Tropical,42,1.256419,103.747041,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pempang.Laut,1970,1970,1979.99,2.3570591488733115,2.999481185272943,3.6566545194489577,2.3206759910204457,2.973290237824015,3.615404922938173,-0.8292490455053836,-0.30634036922448926,0.2671982156288526,-2.2539833001111047,-0.574346689269281,0.5435173201976209,20.07511895356279,19.556158269452983,106,106,Tanjung Pempang Laut,1970,17.2,2.940219563623732,17.2,18.919999999999998,decrease,intertidal,other,Tropical,42,1.231944,103.7233,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pempang.Laut,1980,1980,1989.99,2.3206469308700304,2.9732564778501285,3.615335787128094,2.2978521781898804,2.940436355897293,3.572137538269914,-0.8293299118254353,-0.30672216080215864,0.2667803665049244,-2.0905696372526457,-0.5566065928100201,0.5589779636444943,19.555498065204784,18.9241021544574,106,106,Tanjung Pempang Laut,1970,17.2,2.940219563623732,17.2,18.919999999999998,decrease,intertidal,other,Tropical,42,1.231944,103.7233,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pempang.Laut,1990,1990,1999.99,2.2977912270481484,2.940400741651005,3.572102612606637,2.2628512082123966,2.918009895662993,3.5421362345954432,-0.8301025005657094,-0.3069608086024245,0.26624427605847367,-1.9101452656993767,-0.5412265664049176,0.573707544696354,18.92342819882377,18.50442505534115,106,106,Tanjung Pempang Laut,1970,17.2,2.940219563623732,17.2,18.919999999999998,decrease,intertidal,other,Tropical,42,1.231944,103.7233,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pempang.Laut,2000,2000,2009.99,2.2628585166057533,2.9179826706264604,3.542107644664993,2.2515759084999885,2.885817339280195,3.51296744698809,-0.8310033671383582,-0.3067074322841534,0.26530899962584,-1.7635489707075576,-0.5231625652078868,0.5890053454316017,18.503921278550706,17.9182068663821,106,106,Tanjung Pempang Laut,1970,17.2,2.940219563623732,17.2,18.919999999999998,decrease,intertidal,other,Tropical,42,1.231944,103.7233,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Pempang.Laut,2010,2010,2012.99,2.2515552948988087,2.8857948201237806,3.5129040222383576,2.2243886100738015,2.874645446913356,3.5002119755857244,-0.8315538566025615,-0.3055779380398249,0.265516702937753,-0.4972258812822317,-0.15319944759843906,0.17959883523745598,17.91780336802225,17.719140631608493,106,106,Tanjung Pempang Laut,1970,17.2,2.940219563623732,17.2,18.919999999999998,decrease,intertidal,other,Tropical,42,1.231944,103.7233,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Raya,1970,1970,1979.99,2.3468791844987504,2.977964721165571,3.5876626722435527,2.311968130044701,2.952765427793793,3.5625605397744144,-0.8308714440380773,-0.3054371112025167,0.2681895624578855,-2.0318676930947244,-0.56474539249262,0.5146129045115806,19.647787197610494,19.158862988348837,106,106,Tanjung Raya,1970,16.9,2.922623801733353,16.9,18.59,decrease,intertidal,other,Tropical,42,1.29461,103.867691,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Raya,1980,1980,1989.99,2.3119056163514187,2.9527480817508325,3.5625549833773906,2.2770373378393756,2.9272941003444712,3.540569647169023,-0.8312185194109448,-0.3066815185729488,0.2675657095324967,-1.8735091223072948,-0.5460802511240406,0.5319348198769683,19.158530660770655,18.677023906818125,106,106,Tanjung Raya,1970,16.9,2.922623801733353,16.9,18.59,decrease,intertidal,other,Tropical,42,1.29461,103.867691,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Raya,1990,1990,1999.99,2.2769936589088364,2.9272773796810565,3.5405239355181095,2.263500091017565,2.8870362452417764,3.503357050595132,-0.8318379891726149,-0.3057835007044374,0.26647312280352037,-1.7416879251343516,-0.5275967377589836,0.5479650509788765,18.67671161719864,17.940060791786607,106,106,Tanjung Raya,1970,16.9,2.922623801733353,16.9,18.59,decrease,intertidal,other,Tropical,42,1.29461,103.867691,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Raya,2000,2000,2009.99,2.263485417405481,2.8870267163433696,3.503365341845099,2.217677637235903,2.8627587032856194,3.499005554340434,-0.8320709943235995,-0.3053749600663569,0.2658691438568588,-1.6184375848083843,-0.5104965594748938,0.5630776261963552,17.939889843584385,17.509764614439558,106,106,Tanjung Raya,1970,16.9,2.922623801733353,16.9,18.59,decrease,intertidal,other,Tropical,42,1.29461,103.867691,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Raya,2010,2010,2012.99,2.2176812440175806,2.862757430632544,3.498983435118087,2.2010137578738003,2.854578851824102,3.4965643183847424,-0.8320286640192154,-0.30502913167239076,0.26588647438866175,-0.461827492402084,-0.14949256635741026,0.17149680828457578,17.509742330597952,17.367121535718077,106,106,Tanjung Raya,1970,16.9,2.922623801733353,16.9,18.59,decrease,intertidal,other,Tropical,42,1.29461,103.867691,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Semakau,1970,1970,1979.99,1.9242862999005599,2.578905268581142,3.2421706792456395,1.9081437591168593,2.5493030332227757,3.20990889927235,-0.830753979172314,-0.30474970908228594,0.26716930882211265,-1.3623458249618356,-0.3721357056764094,0.32770735161412257,13.182698742959596,12.7981807666981,106,106,Tanjung Semakau,1970,11.3,2.5201129055226197,11.3,12.430000000000001,decrease,intertidal,other,Tropical,42,1.2153888,103.7665944,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Semakau,1980,1980,1989.99,1.9081290445038315,2.549312408012331,3.209875590254478,1.8618585358489292,2.523674447114903,3.176501166127395,-0.8310817805955995,-0.3053608058598445,0.26636209445822945,-1.2737055106900694,-0.35758686758836156,0.3386987262091101,12.798300747511874,12.474348890321902,106,106,Tanjung Semakau,1970,11.3,2.5201129055226197,11.3,12.430000000000001,decrease,intertidal,other,Tropical,42,1.2153888,103.7665944,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Semakau,1990,1990,1999.99,1.8618502931520995,2.5236358865068516,3.1764678803207573,1.8151468243447195,2.495585184010639,3.155427860043807,-0.8317123363165698,-0.3051244528981589,0.26595443831510734,-1.1506007204912565,-0.3450144848629675,0.35702636242532665,12.473867881117709,12.128829039115844,106,106,Tanjung Semakau,1970,11.3,2.5201129055226197,11.3,12.430000000000001,decrease,intertidal,other,Tropical,42,1.2153888,103.7665944,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Semakau,2000,2000,2009.99,1.8151367348568244,2.4955401372904795,3.1554019920629233,1.7723127296447185,2.463881496743468,3.1332672393588035,-0.8319936957057217,-0.30499276277778375,0.2659945368875426,-1.094927223066947,-0.33211474697067933,0.372450159084605,12.128282687454025,11.750332014491978,106,106,Tanjung Semakau,1970,11.3,2.5201129055226197,11.3,12.430000000000001,decrease,intertidal,other,Tropical,42,1.2153888,103.7665944,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X106_Tanjung.Semakau,2010,2010,2012.99,1.772292075730085,2.463830245514444,3.133178565765468,1.7657477355560556,2.454969121667678,3.121621620482382,-0.8319942867872874,-0.3046301408796026,0.2659422408170302,-0.3167108464407907,-0.09703175293519006,0.11352269719114919,11.749729810966764,11.646073931986193,106,106,Tanjung Semakau,1970,11.3,2.5201129055226197,11.3,12.430000000000001,decrease,intertidal,other,Tropical,42,1.2153888,103.7665944,none specified,Tropical Indo-Pacific,no,1,other,coastal development (land reclamation),visual comparison,#E6AB02
X126_Kondongbali.Island,1970,1972,1979.99,2.4923320598004692,3.188904840505105,3.8410560014778095,3.0201989946481844,3.537634322498278,3.9849837352384623,-2.336782110858914,4.439638129893364,11.517629735569427,-6.401468664901059,9.575110343446461,24.37143776201069,24.261842301306537,34.38547794541661,126,126,Kondongbali Island,1972,26.57,3.3585334139726593,94.86,97.037,none,mixed,P,Tropical,24,-4.71699,119.0636,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,2,satellite,boating; nutrients; oil spills,descriptive,#E6AB02
X126_Kondongbali.Island,1980,1980,1989.99,3.021231932745593,3.5382313732401425,3.9857056614906767,3.7779231299905187,4.264852099901336,4.758081690649262,2.600590516161889,7.572690262763693,12.911054515257032,12.02125091089481,36.85741127588943,74.97905192190348,34.40601395044177,71.15439545301751,126,126,Kondongbali Island,1972,26.57,3.3585334139726593,94.86,97.037,none,mixed,P,Tropical,24,-4.71699,119.0636,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,2,satellite,boating; nutrients; oil spills,descriptive,#E6AB02
X126_Kondongbali.Island,1990,1990,1996.99,3.7787905444328365,4.2656209035812624,4.7590327798451435,4.000222207599169,4.654603642741563,5.316984104601919,-2.3605414013048023,5.705812428443902,14.61772886134374,-11.510512496501736,33.003826351990966,116.07875150819406,71.20912024770101,105.0675674518144,126,126,Kondongbali Island,1972,26.57,3.3585334139726593,94.86,97.037,none,mixed,P,Tropical,24,-4.71699,119.0636,"enhalus acoroides, thalassia hemprichii",Tropical Indo-Pacific,no,2,satellite,boating; nutrients; oil spills,descriptive,#E6AB02
X127_Phu.Quoc.Island,2000,2001,2009.99,8.834395966581997,9.355200993026386,9.831369746812005,8.817863734493795,9.330004927039877,9.805006735572093,-0.827751176381949,-0.3073576686777546,0.2725062904671098,-986.3283974556225,-301.57742303012446,292.0409175090065,11558.784539151695,11271.187018975561,127,127,Phu Quoc Island,2001,8618.13,9.156933582572764,12869.83,13731.643,decrease,mixed,other,Tropical,9,10.33333,103.95,none specified,Tropical Indo-Pacific,no,2,satellite,aquaculture; water quality (nutrients),visual comparison,#E6AB02
X127_Phu.Quoc.Island,2010,2010,2010.99,8.817830763580691,9.329982733971882,9.805022720381917,8.814547430711015,9.327836837516003,9.801443555186125,-0.8276131704794337,-0.3061535774650792,0.2717443956732161,-103.71460570649602,-32.61164107280274,32.7909820541015,11270.936879531357,11246.776548083217,127,127,Phu Quoc Island,2001,8618.13,9.156933582572764,12869.83,13731.643,decrease,mixed,other,Tropical,9,10.33333,103.95,none specified,Tropical Indo-Pacific,no,2,satellite,aquaculture; water quality (nutrients),visual comparison,#E6AB02
X154_Carnicobar.Island,1990,1996,1999.99,2.9520346286371772,3.761767075666896,4.612646606177862,3.7918491304599895,4.4388727616778,5.056614391087987,4.02472004863801,18.47551570220474,33.305360457225405,10.352183682588105,39.289174868502,81.34361760198375,43.02438619119727,84.679433950906855,154,154,Carnicobar Island,1996,35,3.6506582412937387,227.2,230.7,decrease,mixed,other,Tropical,11,9.157111111,92.75820833,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Carnicobar.Island,2000,2000,2007.99,3.7933318477006783,4.440538277353845,5.058173824589675,4.429558528316813,5.4162419281793515,6.293326108266149,2.7554720505272043,12.912477441773628,23.051921824843472,19.590576468134007,138.45859419665152,418.4025681088862,84.82058638876063,225.03184559779604,154,154,Carnicobar Island,1996,35,3.6506582412937387,227.2,230.7,decrease,mixed,other,Tropical,11,9.157111111,92.75820833,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Chidiyatapu,1990,1996,1999.99,3.551617826477128,4.210978631004259,4.843686651198254,3.534774001147076,4.198155475225301,4.836321695602555,-0.8299395031257459,-0.30628169265063954,0.2678217701548624,-2.866113000892354,-0.7647199288070468,0.8158264577166384,67.42248927314559,66.56343982397593,154,154,Chidiyatapu,1996,65,4.255328981627924,65,70.48,decrease,mixed,other,Tropical,11,11.50518889,92.70029444,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Chidiyatapu,2000,2000,2007.99,3.5347455229448363,4.198116480303489,4.836304656862493,3.5076430444035545,4.174665242397722,4.809217392176645,-0.8274937613957375,-0.30572786531655183,0.2684595003053641,-5.520544916823232,-1.5047058401643802,1.6561538272708458,66.56084423845213,65.01807072410138,154,154,Chidiyatapu,1996,65,4.255328981627924,65,70.48,decrease,mixed,other,Tropical,11,11.50518889,92.70029444,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Great.Nicobar.Island,1990,1996,1999.99,4.665860901219116,5.29732250601614,5.9345741790620945,4.660966946912937,5.289913177193373,5.920333710583231,-0.8284174914466167,-0.31084509902699065,0.27599730850944415,-8.490761299486465,-2.2650068217187425,2.196445736317753,199.80112683555467,198.3262054240657,154,154,Great Nicobar Island,1996,147.5,5.0891383555842,226.3,241.05,decrease,mixed,other,Tropical,11,7.034627778,93.78415,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Great.Nicobar.Island,2000,2000,2007.99,4.660922045233755,5.289901131099747,5.920278962348856,4.623294679820911,5.263026885836689,5.895295276317511,-0.8247819143024349,-0.30910467886214876,0.27264027919854883,-16.257007730555355,-4.43923385178816,4.465835963723434,198.32381638241588,193.06499344877153,154,154,Great Nicobar Island,1996,147.5,5.0891383555842,226.3,241.05,decrease,mixed,other,Tropical,11,7.034627778,93.78415,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Havelock.Island,1990,1996,1999.99,2.7097596084945774,3.623459465668226,4.371871632433029,3.9569695594336385,4.597131537894897,5.18560933716563,12.51112492931083,27.95992141540431,45.41969225193776,29.11119437274184,59.19616136105452,113.39324646693308,37.46695954012673,99.19935754360411,154,154,Havelock Island,1996,30,3.4965075614664802,385.7,388.7,decrease,mixed,other,Tropical,11,11.97596944,92.99100556,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Havelock.Island,2000,2000,2007.99,3.9587238892154204,4.59951752372273,5.187869267654826,5.140569114496866,6.013962994973186,6.962275910776685,8.80553815772769,19.388046496148803,31.080468176069843,92.08925004944162,308.7730842025502,904.4348692721125,99.43632839696065,409.1013786848006,154,154,Havelock Island,1996,30,3.4965075614664802,385.7,388.7,decrease,mixed,other,Tropical,11,11.97596944,92.99100556,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Henry.Lawrence.Island,1990,1996,1999.99,3.8729823305745397,4.7211360122987935,5.546321180428781,4.698421993248343,5.334431303219082,5.957947885945376,2.1267310270001842,16.24086020499429,31.97892111715635,17.34390398997797,89.50852344478687,189.40330947444727,112.29574958769706,207.3547932672112,154,154,Henry Lawrence Island,1996,90,4.59511985013459,501.6,510.6,decrease,mixed,other,Tropical,11,12.14714167,93.07387778,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Henry.Lawrence.Island,2000,2000,2007.99,4.699322658498637,5.336066052225323,5.958525595152272,5.275810970500549,6.201812335308291,7.133592772310492,1.5021179683683248,11.431373206306471,22.091497927305955,27.90040307359494,278.4626524660432,943.7717004334419,207.69404352840664,493.64287729935927,154,154,Henry Lawrence Island,1996,90,4.59511985013459,501.6,510.6,decrease,mixed,other,Tropical,11,12.14714167,93.07387778,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Interview.Island,1990,1996,1999.99,0.27595007944928673,1.0627546226408153,1.9787116851017457,-0.46782203853111265,0.14017595300603236,0.7699225757980751,-30.536341592984062,-21.147921341332744,-9.729827530403142,-5.2034270527323825,-1.7588593496998364,-0.4792260624059725,2.8943328130202834,1.150476210796869,154,154,Interview Island,1996,3,1.1939224684724346,3,3.3,decrease,mixed,other,Tropical,11,12.89847222,92.68047777,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Interview.Island,2000,2000,2007.99,-0.4692919764085192,0.13827402837156855,0.7679069774024503,-2.123787503237278,-1.215873641917765,-0.3194580739569882,-23.240106782142263,-15.872628614991129,-7.210655055277916,-1.7190144171644597,-0.8296528544917897,-0.39059172276602316,1.148290171250389,0.2964509091871588,154,154,Interview Island,1996,3,1.1939224684724346,3,3.3,decrease,mixed,other,Tropical,11,12.89847222,92.68047777,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Kalipur,1990,1996,1999.99,3.1636158702979755,3.7949475218801996,4.424399297164406,3.1661256858768168,3.782562234256307,4.416275067799972,-0.8333950584938068,-0.3052624391904124,0.26616450616503906,-1.8807960993843051,-0.5096059134358129,0.4686208419093079,44.475902332554554,43.92845264873234,154,154,Kalipur,1996,40,3.784189633918261,40.4,44.4,decrease,mixed,other,Tropical,11,13.22196667,93.04638333,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Kalipur,2000,2000,2007.99,3.1661321863398024,3.782541697625688,4.416261370244324,3.1312946719805765,3.7567649008075854,4.398410302917424,-0.8331521110819884,-0.30520728103369255,0.26672587049699487,-3.6010994838474657,-1.0014042600417312,0.951942318630795,43.927550515590035,42.80970806465319,154,154,Kalipur,1996,40,3.784189633918261,40.4,44.4,decrease,mixed,other,Tropical,11,13.22196667,93.04638333,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Little.Andaman.Island,1990,1996,1999.99,3.066588129272975,3.9098903347454845,4.7541682540033365,3.638065606142556,4.28736822507604,4.885462453277283,-3.1937497716807486,10.12214188667826,23.479416491632232,-10.90479822294011,21.413055821672977,50.85492685689853,49.89348009218275,72.77468964762457,154,154,Little Andaman Island,1996,37.5,3.71965111278069,133.1,136.85,decrease,mixed,other,Tropical,11,10.74491389,92.49991111,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Little.Andaman.Island,2000,2000,2007.99,3.6394284658744724,4.288461118883351,4.886663482304138,3.9134460029441365,4.828870838015047,5.617587172012475,-2.4492923256956196,7.123933935139282,16.32831298265414,-13.927806315028956,51.064088344302164,169.756136860448,72.8542681327654,125.06965699027111,154,154,Little Andaman Island,1996,37.5,3.71965111278069,133.1,136.85,decrease,mixed,other,Tropical,11,10.74491389,92.49991111,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Nancowrie.Island,1990,1996,1999.99,4.82651985980454,5.709466657096659,6.56526848928864,5.654654982247185,6.267608683859191,6.926202298361845,1.056648929263125,15.145622736409347,29.84166005156513,18.010724494010418,214.15754260646935,482.24362649136094,301.7101104174806,527.2151312108318,154,154,Nancowrie Island,1996,245,5.596568390349052,1225.9,1250.4,decrease,mixed,other,Tropical,11,7.976741667,93.55093333,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Nancowrie.Island,2000,2000,2007.99,5.655964688755604,6.2691181841622035,6.927535108244896,6.156821421897481,7.072547853390325,8.037085284760531,0.6318015084611596,10.648862730576614,20.63222690019868,23.813440339741998,636.6189961023856,2280.748130017702,528.0115635673606,1179.1485077659247,154,154,Nancowrie Island,1996,245,5.596568390349052,1225.9,1250.4,decrease,mixed,other,Tropical,11,7.976741667,93.55093333,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
X154_Northreef.Island,1990,1996,1999.99,2.018352492152508,2.938553836227585,3.808804401631853,1.304553810671922,1.9513558415440713,2.596575246741361,-30.829232989430718,-21.668865902017423,-11.410875343968781,-33.11839894178598,-11.580344128195202,-3.0810526720597684,18.88851067126466,7.038223830572426,154,154,Northreef Island,1996,18,2.9856819377004897,18,19.8,decrease,mixed,other,Tropical,11,13.08791944,92.70089722,none specified,Tropical Indo-Pacific,no,1,satellite,hydrology/bathymetry (earthquake/tsunami),descriptive,#E6AB02
