studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion,bioregion_colours,max_max_area,most_recent,recent_max_area,net_change,net_change_sign,bioregion_levels,bioregion_striptext
207,NA,Costello & Kenworthy,Salem Harbor,1995,May - August,41.93,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,41.93,12.55,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,42.52400833,-70.86439167,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Salem Harbor,Salem Harbor,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-29.38,Temperate,O,Salem Harbor207,7.71,41.93,0.771,42.701,3.7542223391641008,42.701,1990,1,3,Temperate North Atlantic West,#D95F02,42.701,2007,TRUE,-29.38,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Lynn Harbor,1995,May - August,289.42,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,289.42,272.01,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,42.43426667,-70.94868333,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Lynn Harbor,Lynn Harbor,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-17.410000000000025,Temperate,O,Lynn Harbor207,259.2,289.42,25.92,315.34000000000003,5.7536514218093355,315.34000000000003,1990,1,3,Temperate North Atlantic West,#D95F02,315.34000000000003,2007,TRUE,-17.410000000000025,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Boston Harbor,1995,May - August,81.48,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,81.48,47.04,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,42.33766389,-70.97552222,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,positive,NA,outfall relocation to further offshore (reduced nutrients),descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,management (nutrient),"aerial photography, satellite",FALSE,207_Boston Harbor,Boston Harbor,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-34.440000000000005,Temperate,O,Boston Harbor207,26.97,81.48,2.697,84.177,4.432921724788633,84.177,1990,1,3,Temperate North Atlantic West,#D95F02,84.177,2007,TRUE,-34.440000000000005,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Cohasset Harbor,1995,May - August,45.61,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,45.61,45.32,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,42.23966667,-70.79026944,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Cohasset Harbor,Cohasset Harbor,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-0.28999999999999915,Temperate,O,Cohasset Harbor207,45.32,47.35,4.532,50.141999999999996,3.914858980247354,51.882000000000005,1990,1,3,Temperate North Atlantic West,#D95F02,51.882000000000005,2007,TRUE,-0.28999999999999915,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Scituate Harbor,1995,May - August,4.84,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,4.84,4.17,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,42.20288056,-70.72031944,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Scituate Harbor,Scituate Harbor,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-0.6699999999999999,Temperate,O,Scituate Harbor207,4.17,4.84,0.41700000000000004,5.257,1.6595605218373108,5.257,1990,1,3,Temperate North Atlantic West,#D95F02,5.257,2007,TRUE,-0.6699999999999999,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Duxbury/Plymouth Harbor,1995,May - August,910.27,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,910.27,772.76,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.991622219999996,-70.66183333,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,none,NA,NA,none,NA,no,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"aerial photography, satellite",FALSE,207_Duxbury/Plymouth Harbor,Duxbury/Plymouth Harbor,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-137.51,Temperate,O,Duxbury/Plymouth Harbor207,772.76,910.27,77.27600000000001,987.546,6.895223077968837,987.546,1990,1,3,Temperate North Atlantic West,#D95F02,987.546,2007,TRUE,-137.51,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Upper Pleasant Bay,1995,May - August,121.36,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,121.36,73.65,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.75796111,-69.95509444,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Upper Pleasant Bay,Upper Pleasant Bay,yes,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-47.709999999999994,Temperate,O,Upper Pleasant Bay207,73.65,121.36,7.365000000000001,128.725,4.857678345932205,128.725,1990,1,3,Temperate North Atlantic West,#D95F02,128.725,2007,TRUE,-47.709999999999994,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Lower Pleasant Bay,1995,May - August,521.63,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,521.63,435.1,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.69263333,-69.94191944,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Lower Pleasant Bay,Lower Pleasant Bay,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-86.52999999999997,Temperate,O,Lower Pleasant Bay207,435.1,521.63,43.510000000000005,565.14,6.337073488062781,565.14,1990,1,3,Temperate North Atlantic West,#D95F02,565.14,2007,TRUE,-86.52999999999997,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Ryders Cove/Crow Pond/Bassing Harbor,1995,May - August,64.29,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,64.29,50.23,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.71310556,-68.96811944,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Ryders Cove/Crow Pond/Bassing Harbor,207,no,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-14.06000000000001,Temperate,O,207207,48.22,64.29,4.822,69.11200000000001,4.235728377056583,69.11200000000001,1990,1,3,Temperate North Atlantic West,#D95F02,NA,NA,NA,-14.06000000000001,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Morris Island,1995,May - August,69.15,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,69.15,63.04,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.61626389,-70.05440833,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Morris Island,Morris Island,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-6.1100000000000065,Temperate,O,Morris Island207,57.67,69.15,5.767,74.917,4.31638083406193,74.917,1990,1,3,Temperate North Atlantic West,#D95F02,74.917,2007,TRUE,-6.1100000000000065,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Stage Harbor System,1995,May - August,105.62,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,105.62,63.1,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.68848056,-69.89965556,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Stage Harbor System,Stage Harbor System,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-42.52,Temperate,O,Stage Harbor System207,63.1,105.62,6.3100000000000005,111.93,4.717873675901176,111.93,1990,1,3,Temperate North Atlantic West,#D95F02,111.93,2007,TRUE,-42.52,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Hamblin/Jehu Ponds and Great and Little Rivers,1995,May - August,29.91,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,29.91,6.04,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.54888889,-70.48583333,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Hamblin/Jehu Ponds and Great and Little Rivers,Hamblin/Jehu Ponds and Great and Little Rivers,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-23.87,Temperate,O,Hamblin/Jehu Ponds and Great and Little Rivers207,6.04,29.91,0.6040000000000001,30.514,3.4181855946910105,30.514,1990,1,3,Temperate North Atlantic West,#D95F02,30.514,2007,TRUE,-23.87,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Cuttyhunk Harbor,1995,May - August,5.36,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,2,5.36,12.55,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.42027778,-70.91688056,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Cuttyhunk Harbor,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,7.19,Temperate,O,207207,5.36,12.55,0.536,5.896000000000001,1.7742741548870355,13.086,1990,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,7.19,gain,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Hadley Harbor,1995,May - August,22.45,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,2,22.45,21.4,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.51861111,-70.69416667,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Hadley Harbor,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-1.0500000000000007,Temperate,O,207207,21.4,22.45,2.14,24.59,3.202339856228101,24.59,1990,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,-1.0500000000000007,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Quissett,1995,May - August,20.93,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,20.93,14.72,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.54055556,-70.65972222,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Quissett,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-6.209999999999999,Temperate,O,207207,14.72,20.93,1.4720000000000002,22.402,3.109150240589548,22.402,1990,1,3,Temperate North Atlantic West,#D95F02,NA,NA,NA,-6.209999999999999,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,West Falmouth,1995,May - August,22.55,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,22.55,20.48,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.60666667,-70.65638889,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_West Falmouth,West Falmouth,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-2.0700000000000003,Temperate,O,West Falmouth207,20.27,22.55,2.027,24.577,3.2018110462416085,24.577,1990,1,3,Temperate North Atlantic West,#D95F02,24.577,2007,TRUE,-2.0700000000000003,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Wild Harbor,1995,May - August,8.31,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,8.31,5.46,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.63583333,-70.65111111,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Wild Harbor,Wild Harbor,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-2.8500000000000005,Temperate,O,Wild Harbor207,5.46,8.31,0.546,8.856,2.1810951954063356,8.856,1990,1,3,Temperate North Atlantic West,#D95F02,8.856,2007,TRUE,-2.8500000000000005,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Pocasset Harbor,1995,May - August,16.73,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,16.73,12.47,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.67833333,-70.64305556,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Pocasset Harbor,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-4.26,Temperate,O,207207,12.47,16.73,1.247,17.977,2.889093163064279,17.977,1990,1,3,Temperate North Atlantic West,#D95F02,NA,NA,NA,-4.26,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,West Cape Cod Canal,1995,May - August,157.99,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,157.99,94,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.75027778,-70.58194444,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_West Cape Cod Canal,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-63.99000000000001,Temperate,O,207207,94,157.99,9.4,167.39000000000001,5.120326419114528,167.39000000000001,1990,1,3,Temperate North Atlantic West,#D95F02,NA,NA,NA,-63.99000000000001,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Wareham Harbor,1995,May - August,4.54,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,4.54,0.89,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.72361111,-70.675,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Wareham Harbor,Wareham Harbor,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-3.65,Temperate,O,Wareham Harbor207,0.89,4.54,0.08900000000000001,4.6290000000000004,1.5323408620491337,4.6290000000000004,1990,1,3,Temperate North Atlantic West,#D95F02,4.6290000000000004,2007,TRUE,-3.65,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Weweantic Harbor,1995,May - August,20.93,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,20.93,7.44,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.73444444,-70.725,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Weweantic Harbor,Weweantic Harbor,yes,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-13.489999999999998,Temperate,O,Weweantic Harbor207,7.44,20.93,0.7440000000000001,21.674,3.0761133855008036,21.674,1990,1,3,Temperate North Atlantic West,#D95F02,21.674,2007,TRUE,-13.489999999999998,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,Inner Sippican Harbor,1995,May - August,64.26,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,3,64.26,32.57,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.69027778,-70.74416667,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_Inner Sippican Harbor,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-31.690000000000005,Temperate,O,207207,32.57,64.26,3.257,67.51700000000001,4.212379418020983,67.51700000000001,1990,1,3,Temperate North Atlantic West,#D95F02,NA,NA,NA,-31.690000000000005,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
207,NA,Costello & Kenworthy,West End Pond,1995,May - August,1.25,ha,"intertidal, subtidal","aerial photography, digitial imagery",NA,mixed,1995,2007,12,2,1.25,0.54,2011,Estuaries and Coasts,Twelve-year mapping and change analysis of eelgrass (iZostera marina) areal abundance in Massachusetts (USA) identifies statewide declines,41.35777778,-71.08027778,zostera marina,zostera marina,CO,O,CO,CO,O,"values from table 2. Used first of the year range given (e.g., 1994, 1995, 1996 --> 1994); no goal to attribute reasons",decrease,post hoc descriptive,negative,NA,rapid population growth --> excess nutrients,descriptive - mentions in text introduction and discussion,no,NA,NA,NA,decrease,FALSE,FALSE,FALSE,TRUE,FALSE,coastal development; water quality (nutrients),"aerial photography, satellite",FALSE,207_West End Pond,207,no,United States - Atlantic,Virginian,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,41,Temperate,-0.71,Temperate,O,207207,0.54,1.25,0.054000000000000006,1.304,0.26543646350446126,1.304,1990,1,2,Temperate North Atlantic West,#D95F02,NA,NA,NA,-0.71,loss,Temperate North Atlantic West,"Temperate North
Atlantic West"
