studyid,additional_ref,author_ts,site,year,season,area,area_units,depth,measurement method,area_error,depth_cat,first_year,last_year,duration,num_points,A1,A2,pub_year,journal,title,lat,lon,dom_species,all_species,meadow_lh,meadow_lh_simple,lh_group,lh_group2,lh_group3,notes,a priori trajectory,att_method,driver effect,certainty,primary driver,statistical analysis,other drivers considered,interaction of drivers considered,secondary driver attribution,secondary driver statistical analysis,apriori_cat,none,inferential,visual,descriptive,experiment,tidied_drivers,measurement_cat,waycott_study,study_site,site_groupings,site_duplication,Country,ECOREGION,PROV_CODE,PROVINCE,REALM,ECO_CODE_X,Lat_Zone,absolute_change,lat_zone2,lh,study_site_grouping,min_area,max_area,ten_percent,plus_10,log_area,max_plus_0.1,decade,decade_time_points,num_unique_years,bioregion
259,NA,Nyqvist et al.,Lysekil,2000,NA,142.2121896,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,145.3724605,118.510158,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.25555556,11.4375,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Lysekil,Lysekil,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-26.862302499999984,Temperate,O,Lysekil259,91.64785553,145.3724605,9.164785553,151.376975153,5.019773249867404,154.537246053,2000,3,4,Temperate North Atlantic East
259,NA,Nyqvist et al.,Lysekil,2003,NA,91.64785553,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,145.3724605,118.510158,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.25555556,11.4375,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Lysekil,Lysekil,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-26.862302499999984,Temperate,O,Lysekil259,91.64785553,145.3724605,9.164785553,100.812641083,4.613263755343841,154.537246053,2000,3,4,Temperate North Atlantic East
259,NA,Nyqvist et al.,Lysekil,2004,NA,118.510158,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,145.3724605,118.510158,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.25555556,11.4375,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Lysekil,Lysekil,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-26.862302499999984,Temperate,O,Lysekil259,91.64785553,145.3724605,9.164785553,127.674943553,4.849487530418865,154.537246053,2000,3,4,Temperate North Atlantic East
259,NA,Nyqvist et al.,Stromstad,1980,NA,191.1963883,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,191.1963883,116.9300226,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.93305556,11.05083333,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Stromstad,Stromstad,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-74.2663657,Temperate,O,Stromstad259,107.4492099,191.1963883,10.74492099,201.94130929,5.30797710711463,201.94130929,1980,1,4,Temperate North Atlantic East
259,NA,Nyqvist et al.,Stromstad,2000,NA,110.6094808,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,191.1963883,116.9300226,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.93305556,11.05083333,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Stromstad,Stromstad,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-74.2663657,Temperate,O,Stromstad259,107.4492099,191.1963883,10.74492099,121.35440179,4.7987152050211295,201.94130929,2000,3,4,Temperate North Atlantic East
259,NA,Nyqvist et al.,Stromstad,2003,NA,107.4492099,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,191.1963883,116.9300226,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.93305556,11.05083333,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Stromstad,Stromstad,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-74.2663657,Temperate,O,Stromstad259,107.4492099,191.1963883,10.74492099,118.19413089,4.77232844967828,201.94130929,2000,3,4,Temperate North Atlantic East
259,NA,Nyqvist et al.,Stromstad,2004,NA,116.9300226,ha,"intertidal, subtidal","GPS, boat surveys",NA,mixed,1980,2004,24,4,191.1963883,116.9300226,2009,Ambio,Dynamics of seagrass meadows on the Swedish Skagerrak Coast,58.93305556,11.05083333,zostera marina,zostera marina,CO,O,CO,CO,O,Data values from figure 4. Poor quality study and pdf.,decrease,none,NA,NA,NA,NA,NA,NA,NA,NA,decrease,TRUE,FALSE,FALSE,FALSE,FALSE,NA,ground mapping,FALSE,259_Stromstad,Stromstad,yes,Sweden,North Sea,2,Northern European Seas,Temperate Northern Atlantic,25,Temperate,-74.2663657,Temperate,O,Stromstad259,107.4492099,191.1963883,10.74492099,127.67494359,4.849487530708664,201.94130929,2000,3,4,Temperate North Atlantic East
260,NA,Fletcher et al.,Terminal Flats,2001,December,141.3,ha,"0.6m; intertidal, subtidal","aerial photography, GIS",NA,mixed,2001,2003,2,3,141.3,184.5,2009,Journal of Coastal Research,A semiautomated approach for monitoring landscape changes in texas seagrass beds from aerial photography,27.90777778,-97.12,none specified,"halodule wrightii, ruppia maritima, thalassia testudinum, syringodium filiforme, halophila engelmannii",NA,NA,NA,unspecified,NA,Data values from table 3. Study also shows area that are bare within the seagrass patch (quantifies them seperately). More of a metholodgy paper. Examine pictures of boat scarring; before after scarring and recovery,none,"descriptive, visual",negative,NA,boat scars,NA,NA,NA,NA,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,boating (propeller),aerial photography,FALSE,260_Terminal Flats,260,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,43.19999999999999,Temperate,other,260260,141.3,184.5,14.130000000000003,155.43,5.046195469494807,198.63,2000,3,3,Tropical Atlantic
260,NA,Fletcher et al.,Terminal Flats,2002,December,180.3,ha,"0.6m; intertidal, subtidal","aerial photography, GIS",NA,mixed,2001,2003,2,3,141.3,184.5,2009,Journal of Coastal Research,A semiautomated approach for monitoring landscape changes in texas seagrass beds from aerial photography,27.90777778,-97.12,none specified,"halodule wrightii, ruppia maritima, thalassia testudinum, syringodium filiforme, halophila engelmannii",NA,NA,NA,unspecified,NA,Data values from table 3. Study also shows area that are bare within the seagrass patch (quantifies them seperately). More of a metholodgy paper. Examine pictures of boat scarring; before after scarring and recovery,none,"descriptive, visual",negative,NA,boat scars,NA,NA,NA,NA,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,boating (propeller),aerial photography,FALSE,260_Terminal Flats,260,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,43.19999999999999,Temperate,other,260260,141.3,184.5,14.130000000000003,194.43,5.270072201107735,198.63,2000,3,3,Tropical Atlantic
260,NA,Fletcher et al.,Terminal Flats,2003,December,184.5,ha,"0.6m; intertidal, subtidal","aerial photography, GIS",NA,mixed,2001,2003,2,3,141.3,184.5,2009,Journal of Coastal Research,A semiautomated approach for monitoring landscape changes in texas seagrass beds from aerial photography,27.90777778,-97.12,none specified,"halodule wrightii, ruppia maritima, thalassia testudinum, syringodium filiforme, halophila engelmannii",NA,NA,NA,unspecified,NA,Data values from table 3. Study also shows area that are bare within the seagrass patch (quantifies them seperately). More of a metholodgy paper. Examine pictures of boat scarring; before after scarring and recovery,none,"descriptive, visual",negative,NA,boat scars,NA,NA,NA,NA,NA,none,FALSE,FALSE,TRUE,TRUE,FALSE,boating (propeller),aerial photography,FALSE,260_Terminal Flats,260,no,United States - Atlantic,Northern Gulf of Mexico,6,Warm Temperate Northwest Atlantic,Temperate Northern Atlantic,43,Temperate,43.19999999999999,Temperate,other,260260,141.3,184.5,14.130000000000003,198.63,5.291443797604864,198.63,2000,3,3,Tropical Atlantic
264,264a,Beem & Short,Great Bay Estuary,1992,NA,1000,ha,subtidal,aerial photography,NA,subtidal,1992,2006,14,2,1000,800,2009,Estuaries and Coasts,"Subtidal Eelgrass declines in the Great Bay Estuary, New Hampshire and Maine, USA",43.07722222,-70.87,zostera marina,zostera marina,CO,O,CO,CO,O,"1992 values are from Short, 1992 and 2006 values are from NHEP, 2006. This paper iteself doesn't give any cover values in results. This is mentioned in  the introduction. As the results arent from this stduy no attribution, however, they do mention water quality as being the reason for declines so I have included that in these cells.",none,descriptive,negative,NA,water quality,NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,water quality,aerial photography,FALSE,264_Great Bay Estuary,264,no,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-200,Temperate,O,264264,800,1000,80,1080,6.984716320118266,1080,1990,1,2,Temperate North Atlantic West
264,264b,Beem & Short,Great Bay Estuary,2006,NA,800,ha,subtidal,aerial photography,NA,subtidal,1992,2006,14,2,1000,800,2009,Estuaries and Coasts,"Subtidal Eelgrass declines in the Great Bay Estuary, New Hampshire and Maine, USA",43.07722222,-70.87,zostera marina,zostera marina,CO,O,CO,CO,O,"1992 values are from Short, 1992 and 2006 values are from NHEP, 2006. This paper iteself doesn't give any cover values in results. This is mentioned in  the introduction. As the results arent from this stduy no attribution, however, they do mention water quality as being the reason for declines so I have included that in these cells.",none,descriptive,negative,NA,water quality,NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,water quality,aerial photography,FALSE,264_Great Bay Estuary,264,no,United States - Atlantic,Gulf of Maine/Bay of Fundy,5,Cold Temperate Northwest Atlantic,Temperate Northern Atlantic,40,Temperate,-200,Temperate,O,264264,800,1000,80,880,6.779921907472252,1080,2000,1,2,Temperate North Atlantic West
T1,NA,Harcourt et al.,Faza,1986,NA,8909.786,ha,"intertidal, subtidal","landsat 5, ground truthing",NA,mixed,1986,2016,30,3,8909.786,4900.59,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-2.123653,41.080059,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Faza,T1,no,Kenya,Northern Monsoon Current Coast,20,Western Indian Ocean,Western Indo-Pacific,94,Tropical,-4009.196,Tropical,other,T1T1,4900.59,8909.786,490.059,9399.845,9.148448478760441,9399.845,1980,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Faza,2000,NA,6771.5816,ha,"intertidal, subtidal","landsat 7, ground truthing",NA,mixed,1986,2016,30,3,8909.786,4900.59,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-2.123653,41.080059,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Faza,T1,no,Kenya,Northern Monsoon Current Coast,20,Western Indian Ocean,Western Indo-Pacific,94,Tropical,-4009.196,Tropical,other,T1T1,4900.59,8909.786,490.059,7261.640600000001,8.8903610602511,9399.845,2000,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Faza,2016,NA,4900.59,ha,"intertidal, subtidal","landsat 8 and sentinal-2, ground truthing",NA,mixed,1986,2016,30,3,8909.786,4900.59,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-2.123653,41.080059,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Faza,T1,no,Kenya,Northern Monsoon Current Coast,20,Western Indian Ocean,Western Indo-Pacific,94,Tropical,-4009.196,Tropical,other,T1T1,4900.59,8909.786,490.059,5390.649,8.592421064817827,9399.845,2010,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Gazi,1986,NA,982.3678,ha,"intertidal, subtidal","landsat 5, ground truthing",NA,mixed,1986,2016,30,3,982.3678,815.5885,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-4.431248,39.521404,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Gazi,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-166.77930000000003,Tropical,other,T1T1,815.5885,1114.1959,81.55885,1063.9266499999999,6.969721729555333,1195.75475,1980,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Gazi,2000,NA,1114.1959,ha,"intertidal, subtidal","landsat 7, ground truthing",NA,mixed,1986,2016,30,3,982.3678,815.5885,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-4.431248,39.521404,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Gazi,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-166.77930000000003,Tropical,other,T1T1,815.5885,1114.1959,81.55885,1195.75475,7.086532854954775,1195.75475,2000,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Gazi,2016,NA,815.5885,ha,"intertidal, subtidal","landsat 8 and sentinal-2, ground truthing",NA,mixed,1986,2016,30,3,982.3678,815.5885,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-4.431248,39.521404,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Gazi,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-166.77930000000003,Tropical,other,T1T1,815.5885,1114.1959,81.55885,897.14735,6.799220118356175,1195.75475,2010,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Vanga,1986,NA,4687.671,ha,"intertidal, subtidal","landsat 5, ground truthing",NA,mixed,1986,2016,30,3,4687.671,3494.16,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-4.658318,39.280537,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Vanga,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-1193.5110000000004,Tropical,other,T1T1,3494.16,4909.5152,349.416,5037.087,8.524583217782313,5258.9312,1980,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Vanga,2000,NA,4909.5152,ha,"intertidal, subtidal","landsat 7, ground truthing",NA,mixed,1986,2016,30,3,4687.671,3494.16,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-4.658318,39.280537,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Vanga,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-1193.5110000000004,Tropical,other,T1T1,3494.16,4909.5152,349.416,5258.9312,8.567683091168725,5258.9312,2000,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Vanga,2016,NA,3494.16,ha,"intertidal, subtidal","landsat 8 and sentinal-2, ground truthing",NA,mixed,1986,2016,30,3,4687.671,3494.16,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-4.658318,39.280537,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Vanga,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-1193.5110000000004,Tropical,other,T1T1,3494.16,4909.5152,349.416,3843.576,8.254158462237505,5258.9312,2010,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Watamu,1986,NA,1023.0403,ha,"intertidal, subtidal","landsat 5, ground truthing",NA,mixed,1986,2016,30,3,1023.0403,235.8029,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-3.315912,40.106974,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Watamu,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-787.2374,Tropical,other,T1T1,235.8029,1023.0403,23.58029,1046.62059,6.953321766972186,1046.62059,1980,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Watamu,2000,NA,917.6469,ha,"intertidal, subtidal","landsat 7, ground truthing",NA,mixed,1986,2016,30,3,1023.0403,235.8029,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-3.315912,40.106974,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Watamu,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-787.2374,Tropical,other,T1T1,235.8029,1023.0403,23.58029,941.22719,6.847184545088722,1046.62059,2000,1,3,Tropical Indo-Pacific
T1,NA,Harcourt et al.,Watamu,2016,NA,235.8029,ha,"intertidal, subtidal","landsat 8 and sentinal-2, ground truthing",NA,mixed,1986,2016,30,3,1023.0403,235.8029,2018,Biology Letters,The thin(ning) green line? Investigating changes in Kenya's seagrass coverage,-3.315912,40.106974,none specified,NA,NA,NA,NA,unspecified,NA,no species given; objective was to estimate trend through time in cover and carbon storage potential; saw scarring likely from fishing/boating,none,descriptive,negative,NA,fishing damage (scarring),NA,NA,NA,NA,NA,none,FALSE,FALSE,FALSE,TRUE,FALSE,fishing,satellite,FALSE,T1_Watamu,T1,no,Kenya,East African Coral Coast,20,Western Indian Ocean,Western Indo-Pacific,95,Tropical,-787.2374,Tropical,other,T1T1,235.8029,1023.0403,23.58029,259.38319,5.558306466390069,1046.62059,2010,1,3,Tropical Indo-Pacific
265,NA,Park et al.,Nakdong River Estuary,1985,May,1360,ha,1.5m,"Field GPS mapping, data from 1985 from Chung and choi 1985",NA,unspecified,1985,2005,20,2,1360,30,2009,"Estuarine, Coastal and Shelf Science","Current status and ecological roles of Zostera marina after recovery from large-scale reclamation in the Nakdong River estuary, Korea",35.10083333,128.9527778,zostera marina,zostera marina,CO,O,CO,CO,O,"Data values are from table 1 and 1985 data was from Chung and Choi 1985 - 265a. Mainly focuses on shoot morph, density, biomass and productivity not so much cover.",decrease then increase,"descriptive, visual, inferential",negative initially and now adjusted to new environmental conditions,NA,"large-scale land reclamation (industrial complex, dam construction, port development)",before after comparisons,"Environmental variables - salinity, temperature, N, C content, underwater irradiance",no,"visual, inferential","ANOVA, correlation",other,FALSE,TRUE,TRUE,TRUE,FALSE,coastal development (land reclamation),ground mapping,FALSE,265_Nakdong River Estuary,265,no,South Korea,East China Sea,9,Warm Temperate Northwest Pacific,Temperate Northern Pacific,52,Temperate,-1330,Temperate,O,265265,30,1360,3,1363,7.217443431696533,1363,1980,1,2,Temperate North Pacific
265,NA,Park et al.,Nakdong River Estuary,2005,May,30,ha,1.5m,"Field GPS mapping, data from 1985 from Chung and choi 1985",NA,unspecified,1985,2005,20,2,1360,30,2009,"Estuarine, Coastal and Shelf Science","Current status and ecological roles of Zostera marina after recovery from large-scale reclamation in the Nakdong River estuary, Korea",35.10083333,128.9527778,zostera marina,zostera marina,CO,O,CO,CO,O,"Data values are from table 1 and 1985 data was from Chung and Choi 1985 - 265a. Mainly focuses on shoot morph, density, biomass and productivity not so much cover.",decrease then increase,"descriptive, visual, inferential",negative initially and now adjusted to new environmental conditions,NA,"large-scale land reclamation (industrial complex, dam construction, port development)",before after comparisons,"Environmental variables - salinity, temperature, N, C content, underwater irradiance",no,"visual, inferential","ANOVA, correlation",other,FALSE,TRUE,TRUE,TRUE,FALSE,coastal development (land reclamation),ground mapping,FALSE,265_Nakdong River Estuary,265,no,South Korea,East China Sea,9,Warm Temperate Northwest Pacific,Temperate Northern Pacific,52,Temperate,-1330,Temperate,O,265265,30,1360,3,33,3.4965075614664802,1363,2000,1,2,Temperate North Pacific
270,NA,Cyrus et al.,Mhlathuze Estuary,1996,March,11.1875,ha,"intertidal, subtidal","aerial photography, visual observation insitu",NA,mixed,1996,1999,3,3,11.1875,28.5,2008,African Joural of Aquatic Science,"Intrusion of beach-disposed dredger spoil into the Mhlathuze Estuary, South Africa, and its impact on Zostera capensis",28.83277778,32.01777778,zostera capensis,zostera capensis,CO,O,CO,CO,O,Values from figure 6.,decrease,visual,negative,high,port expansion and dredge spoil - settlement of suspended sediments,"visual, before after comparisons","port expansion and dredge spoil - direct disposal dredge, turbidity",no,"visual, descriptive",NA,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,"coastal development (port, dredging); sedimentation",aerial photography,FALSE,270_Mhlathuze Estuary,270,no,Egypt,Northern and Central Red Sea,18,Red Sea and Gulf of Aden,Western Indo-Pacific,87,Tropical,17.3125,Tropical,O,270270,2.625,28.5,0.2625,11.45,2.4379897300002487,28.7625,1990,3,2,Tropical Indo-Pacific
270,NA,Cyrus et al.,Mhlathuze Estuary,1996,December,2.625,ha,"intertidal, subtidal","aerial photography, visual observation insitu",NA,mixed,1996,1999,3,3,11.1875,28.5,2008,African Joural of Aquatic Science,"Intrusion of beach-disposed dredger spoil into the Mhlathuze Estuary, South Africa, and its impact on Zostera capensis",28.83277778,32.01777778,zostera capensis,zostera capensis,CO,O,CO,CO,O,Values from figure 6.,decrease,visual,negative,high,port expansion and dredge spoil - settlement of suspended sediments,"visual, before after comparisons","port expansion and dredge spoil - direct disposal dredge, turbidity",no,"visual, descriptive",NA,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,"coastal development (port, dredging); sedimentation",aerial photography,FALSE,270_Mhlathuze Estuary,270,no,Egypt,Northern and Central Red Sea,18,Red Sea and Gulf of Aden,Western Indo-Pacific,87,Tropical,17.3125,Tropical,O,270270,2.625,28.5,0.2625,2.8875,1.060391075847912,28.7625,1990,3,2,Tropical Indo-Pacific
270,NA,Cyrus et al.,Mhlathuze Estuary,1999,June,28.5,ha,"intertidal, subtidal","aerial photography, visual observation insitu",NA,mixed,1996,1999,3,3,11.1875,28.5,2008,African Joural of Aquatic Science,"Intrusion of beach-disposed dredger spoil into the Mhlathuze Estuary, South Africa, and its impact on Zostera capensis",28.83277778,32.01777778,zostera capensis,zostera capensis,CO,O,CO,CO,O,Values from figure 6.,decrease,visual,negative,high,port expansion and dredge spoil - settlement of suspended sediments,"visual, before after comparisons","port expansion and dredge spoil - direct disposal dredge, turbidity",no,"visual, descriptive",NA,decrease,FALSE,FALSE,TRUE,FALSE,FALSE,"coastal development (port, dredging); sedimentation",aerial photography,FALSE,270_Mhlathuze Estuary,270,no,Egypt,Northern and Central Red Sea,18,Red Sea and Gulf of Aden,Western Indo-Pacific,87,Tropical,17.3125,Tropical,O,270270,2.625,28.5,0.2625,28.7625,3.3590724553614844,28.7625,1990,3,2,Tropical Indo-Pacific
284,NA,Young et al.,Yaquina Estuary,1998,August,111.7,ha,"intertidal, subtidal, 3m","digital aerial orthophotography, ground surveys",NA,mixed,1998,2007,9,2,111.7,140.7,2008,Journal of Spatial Science,Monitoring the expanding distribution of non-indigenus dwarf eelgrass zostera japonica in a pacific northwest USA estuary using high resolution ditigal aerial orthophotography,44.61277778,-124.0208333,"zostera marina, zostera japonica","zostera marina, zostera japonica",CO-CO,O-O,CO,CO,O,Data values from table 5. Paper mainly focusing on the extension of z.japonica into z.marina. Doesn't link expansion to any primary driver.,none,none,NA,NA,NA,NA,NA,NA,NA,NA,none,TRUE,FALSE,FALSE,FALSE,FALSE,NA,aerial photography,FALSE,284_Yaquina Estuary,Yaquina Estuary,yes,United States - Pacific,"Oregon, Washington, Vancouver Coast and Shelf",10,Cold Temperate Northeast Pacific,Temperate Northern Pacific,57,Temperate,28.999999999999986,Temperate,O,Yaquina Estuary284,111.7,140.7,11.170000000000002,122.87,4.81112688587948,151.87,1990,1,2,Temperate North Pacific
